question_num,id,trialnum,question,tot,rt,test_trialnum,subj_answer,correct_answer,recall,mistake,recall_notChecked
129,25,72,What was Cinderella's coach made from?,N/A,0,137,pumpkin,PUMPKIN,C,0,C
93,25,73,What island is the largest in the world excluding Australia?,no,1.490650586,29,greenland,GREENLAND,C,0,C
110,25,74,What is the capital of Denmark?,no,1.340902853,109,copenhagen,COPENHAGEN,C,0,C
9,25,75,What is the last name of Batman's secret identity in the Batman comics?,N/A,0,64,alfred,WAYNE,I,0,I
53,25,76,What is the northernmost country in continental South America?,N/A,0,70,colombia,COLOMBIA,C,0,C
15,25,77,What is the last name of the male star of the movie Casablanca?,yes,1.306726629,4,bogart,BOGART,C,0,C
72,25,78,What colorless gas is essential in the production of fertilizers and light bulbs?,yes,1.56138331,35,nitrogen,NITROGEN,C,0,C
38,25,79,What is the last name of the author who wrote Brave New World?,yes,1.186074676,63,huxley,HUXLEY,C,0,C
67,25,80,What is the last name of the man who wrote the Star Spangled Banner?,N/A,0,67,key,KEY,C,0,C
57,25,81,What is the last name of the man who invented the phonograph?,yes,1.153839284,20,bell,EDISON,I,0,I
90,25,82,What Old Testament patriarch is mentioned in the Bible a record 1005 times?,N/A,0,75,abraham,DAVID,I,0,I
64,25,83,What kind of poison did Socrates take at his execution?,yes,0.943269341,27,hemlock,HEMLOCK,C,0,C
42,25,84,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,yes,1.280833904,31,preakness,PREAKNESS,C,0,C
76,25,85,What is the last name of the man who rode horseback in 1775 to warn that the British were coming?,yes,0.940082715,47,,REVERE,I,0,I
91,25,86,What is the last name of the man who supposedly killed Jesse James?,no,0.95915293,25,ford,FORD,C,0,C
10,25,87,What is the last name of the man who wrote Canterbury Tales?,N/A,0,80,chaucer,CHAUCER,C,0,C
4,25,88,What was the name of the first Apollo lunar module that landed the first man on the moon?,no,1.407426287,42,eagle,EAGLE,C,0,C
84,25,89,What's heaven to fallen Norse warriors?,yes,1.051550934,36,valhalla,VALHALLA,C,0,C
102,25,90,What is the capital of Russia?,yes,0.949669113,113,moscow,MOSCOW,C,0,C
136,25,91,According to the FDA what's the only fish that produces real caviar?,no,0.932357119,45,,STURGEON,I,0,I
35,25,92,What is the last name of the artist who is famous for producing images of Campbell's soup cans?,yes,1.160606353,71,,WARHOL,I,0,I
12,25,93,What drug was named after the Greek god of dreams?,no,1.365246302,33,morphine,MORPHINE,C,0,C
65,25,94,Who was the most famous Greek doctor?,no,1.253753713,140,hippocrates,HIPPOCRATES,C,0,C
79,25,95,What spice do chefs pay the most for?,yes,1.052115123,76,saffron,SAFFRON,C,0,C
95,25,96,What is the last name of the discoverer of the vaccination for smallpox?,no,1.605576544,78,,JENNER,I,0,I
2,25,97,What is the name of the collar bone?,N/A,0,143,clavicle,CLAVICLE,C,0,C
0,25,98,What is the name of the river that runs through Rome?,no,1.04393229,32,tiber,TIBER,C,0,C
112,25,99,What is the first book of the Old Testament?,N/A,0,95,genesis,GENESIS,C,0,C
24,25,100,What is the capital of Jamaica?,no,1.245182366,17,,KINGSTON,I,0,I
44,25,101,What is the last name of the author of Little Women?,no,0.898860285,34,,ALCOTT,I,1,I
120,25,102,What city was Martin Luther King Jr. assassinated in?,N/A,0,61,memphis,MEMPHIS,C,0,C
132,25,103,What was the last name of the woman who designed and sewed the first American flag?,yes,0.899075291,101,,ROSS,I,0,I
71,25,104,What is the name of the British admiral who won the Battle of Trafalgar?,yes,1.034318029,139,,NELSON,I,0,I
145,25,105,What is the last name of the man who invented dynamite?,no,0.949290398,99,nobel,NOBEL,C,0,C
46,25,106,In what European city is the Parthenon located?,N/A,0,124,athens,ATHENS,C,0,C
149,25,107,What is the last name of the singer who recorded 'Heartbreak Hotel' and 'All Shook Up'?,no,0.817199636,62,presley,PRESLEY,C,0,C
22,25,108,Of which country is Budapest the capital?,N/A,0,6,hungary,HUNGARY,C,0,C
7,25,109,What is the last name of the man who first studied genetic inheritance in plants?,N/A,0,7,mendel,MENDEL,C,0,C
39,25,110,What country's capital is Tripoli?,yes,1.202376662,23,libya,LIBYA,C,0,C
109,25,111,What is the name of the kind of cat that spoke to Alice in the story Alice's adventures in Wonderland?,N/A,0,141,cheshire,CHESHIRE,C,0,C
66,25,112,Over which river is the George Washington Bridge?,N/A,0,13,hudson,HUDSON,C,0,C
1,25,113,What is the name of the palace in London in which the monarch of England resides?,yes,1.039813772,24,buckingham,BUCKINGHAM,C,0,C
81,25,114,In what country is the Dalai Lama's palace?,no,0.721811862,112,tibet,TIBET,C,1,C
74,25,115,In which sport does a rider on horseback hit a ball with a mallet?,N/A,0,131,polo,POLO,C,0,C
48,25,116,What is the name of the man who assassinated Abraham Lincoln?,yes,1.155733141,87,booth,BOOTH,C,0,C
17,25,117,What is the last name of the author who wrote Oliver Twist?,yes,0.849092586,117,dickens,DICKENS,C,0,C
146,25,118,What country joins Central America to South America?,yes,0.95901965,148,panama,PANAMA,C,0,C
113,25,119,What is the last name of the villainous captain in the story Peter Pan?,N/A,0,46,hook,HOOK,C,0,C
77,25,120,What brand name drug is most often prescribed to treat attention deficit disorder?,yes,0.899804723,72,,RITALIN,I,0,I
25,25,121,What is the name of the project which developed the atomic bomb during World War II?,N/A,0,18,manhattan,MANHATTAN,C,0,C
85,25,122,What animals travel in pods? ,no,1.168025511,55,whale,WHALES,C,0,I
13,25,123,What is the name of Batman's butler?,yes,0.967371707,114,alfred,ALFRED,C,0,C
56,25,124,What is the last name of the commander who lost the battle of the Little Bighorn River?,N/A,0,38,,CUSTER,I,0,I
124,25,125,What major city is on an island in the St. Lawrence River?,no,0.824769577,110,montreal,MONTREAL,C,0,C
70,25,126,What is the name of the mansion in Virginia that was Thomas Jefferson's home?,no,0.913424701,120,manticello,MONTICELLO,C,0,I
116,25,127,What is the last name of the person who defined 'The Beat Generation'?,no,1.176655,149,kerouac,KEROUAC,C,0,C
26,25,128,What was the name of the Union Ironclad ship that fought the Confederate ironclad Merrimack?,no,0.967069052,77,,MONITOR,I,0,I
92,25,129,What is the last name of the man who showed that lightning is electricity?,N/A,0,51,franklin,FRANKLIN,C,0,C
139,25,130,In which country is Angel Falls located?,yes,0.98344944,96,venezuela,VENEZUELA,C,0,C
47,25,131,In what ancient city were the Hanging Gardens located?,N/A,0,82,babylon,BABYLON,C,0,C
106,25,132,What is the longest river in South America?,N/A,0,73,amazon,AMAZON,C,0,C
142,25,133,Which big cat usually carries its dead prey up into a tree to eat it?,N/A,0,48,panther,LEOPARD,I,0,I
98,25,134,Of which country is Nairobi the capital?,yes,1.018330892,74,kenya,KENYA,C,0,C
148,25,135,What country's ships transported four million African slaves to Brazil?,no,0.976507047,122,portugal,PORTUGAL,C,0,C
86,25,136,What nuts are used in marzipan? ,no,0.85183018,79,,ALMONDS,I,0,I
134,25,137,What country's civil war was described as a 'rehearsal for World War II'?,yes,0.960834559,103,spain,SPAIN,C,0,C
114,25,138,What company invented the microprocessor in 1971?,N/A,0,3,microsoft,INTEL,I,0,I
111,25,139,What is the name for a medical doctor who specializes in diseases of the skin?,yes,0.946395219,125,dermatologist,DERMATOLOGIST,C,0,C
87,25,140,What is the more common name for a mandrill?,no,0.890096648,16,baboon,BABOON,C,0,C
119,25,141,What is the name of the ship that carried the pilgrims to America in 1620?,N/A,0,107,mayflower,MAYFLOWER,C,0,C
21,25,142,What is the last name of the first U.S. President to die in office?,N/A,0,58,taylor,HARRISON,I,0,I
140,25,143,What country was formerly known as the Belgian Congo?,no,1.064457575,90,zaire,ZAIRE,C,0,C
121,25,144,What is the name for the astronomical bodies that enter the earth's atmosphere?,yes,0.803283986,129,meteor,METEORS,C,0,I
41,25,145,What is the name of the furry animal that attacks cobra snakes?,yes,1.21516979,41,mongoos,MONGOOSE,C,0,I
135,25,146,What was the name of the mythological creature with the head of a woman and the body of a lion that killed all those unable to solve its riddle?,yes,1.778211488,12,sphinx,SPHINX,C,0,C
52,25,147,What is the capital of Wyoming?,no,1.01095706,52,,CHEYENNE,I,0,I
94,25,148,What were raced in Greek and Roman hippodromes? ,yes,0.982682997,93,horses,HORSES,C,0,C
16,25,149,What is the last name of the person who always ended her PBS cooking shows with 'Bon appetit'?,N/A,0,11,childs,CHILD,C,0,I
68,25,150,What Peanuts character clings to a security blanket?,N/A,0,118,linus,LINUS,C,0,C
23,26,1,What country gave the world the word 'geyser' for a hot spring?,no,1.387071299,122,,ICELAND,I,0,I
16,26,2,What is the last name of the person who always ended her PBS cooking shows with 'Bon appetit'?,N/A,0,85,,CHILD,I,0,I
24,26,3,What is the capital of Jamaica?,no,2.059285046,139,,KINGSTON,I,0,I
50,26,4,The general named Hannibal was from what city?,yes,1.568006411,147,,CARTHAGE,I,0,I
89,26,5,What is the last name of the renowned English author who had been a Polish sailor?,no,1.599589799,22,,CONRAD,I,0,I
55,26,6,What is the last name of the scientist who discovered radium?,no,1.756501459,105,,CURIE,I,0,I
45,26,7,What is the last name of the actress who received the Best Actress Award for the movie 'Mary Poppins'?,yes,2.433601352,119,andrews,ANDREWS,C,0,C
136,26,8,According to the FDA what's the only fish that produces real caviar?,N/A,0,36,sturgeon,STURGEON,C,0,C
36,26,9,What sitcom received a record 117 Emmy nominations?,no,1.371603467,60,,CHEERS,I,0,I
99,26,10,What is the last name of the president who is on the far right when you gaze at Mount Rushmore?,no,1.544583073,87,lincoln,LINCOLN,C,0,C
52,26,11,What is the capital of Wyoming?,yes,1.577092315,113,,CHEYENNE,I,0,I
20,26,12,What is the capital of Kentucky?,no,1.636207556,144,,FRANKFORT,I,0,I
125,26,13,What is the name of the American who starred in the 1936 Olympics?,no,1.614786865,33,,OWENS,I,0,I
34,26,14,What is the name of the avenue that immediately follows Atlantic Avenue in the game of Monopoly?,no,1.520273427,102,,VENTNOR,I,0,I
57,26,15,What is the last name of the man who invented the phonograph?,no,0.780420882,131,graha bell,EDISON,I,1,I
12,26,16,What drug was named after the Greek god of dreams?,no,1.786915875,108,morphine,MORPHINE,C,0,C
83,26,17,What is the name of the mountain range that separates Asia from Europe?,no,1.130756105,23,,URAL,I,1,I
130,26,18,What's the 'Q' short for in Q-Tips?,no,1.805759072,29,quality,QUALITY,C,0,C
72,26,19,What colorless gas is essential in the production of fertilizers and light bulbs?,no,1.648942154,26,nitrogen,NITROGEN,C,0,C
143,26,20,What is the Taj Majal made of?,N/A,0,76,marbel,MARBLE,C,0,I
148,26,21,What country's ships transported four million African slaves to Brazil?,N/A,0,136,portugal,PORTUGAL,C,0,C
94,26,22,What were raced in Greek and Roman hippodromes? ,N/A,0,70,chariots,HORSES,I,0,I
86,26,23,What nuts are used in marzipan? ,no,1.387178014,51,almonds,ALMONDS,C,0,C
59,26,24,What is the name of a female sheep?,N/A,0,25,ywe,EWE,C,0,I
18,26,25,What is the capital of Delaware?,N/A,0,106,dover,DOVER,C,0,C
41,26,26,What is the name of the furry animal that attacks cobra snakes?,N/A,0,1,mongoose,MONGOOSE,C,0,C
6,26,27,In the bible whose name was changed to Israel?,no,1.407887616,127,david,JACOB,I,0,I
68,26,28,What Peanuts character clings to a security blanket?,no,1.544041196,150,,LINUS,I,0,I
1,26,29,What is the name of the palace in London in which the monarch of England resides?,N/A,0,41,buckingham palace,BUCKINGHAM,C,0,I
15,26,30,What is the last name of the male star of the movie Casablanca?,no,1.510759343,72,,BOGART,I,0,I
134,26,31,What country's civil war was described as a 'rehearsal for World War II'?,no,2.08621528,90,spain,SPAIN,C,0,C
87,26,32,What is the more common name for a mandrill?,no,1.60595701,30,,BABOON,I,0,I
117,26,33,What human organ (or organs) does a nephrologist treat?,N/A,0,123,kidney,KIDNEY,C,0,C
37,26,34,What is the last name of the boy in the book Treasure Island?,no,1.496920717,61,,HAWKINS,I,0,I
84,26,35,What's heaven to fallen Norse warriors?,no,1.360657324,42,,VALHALLA,I,0,I
129,26,36,What was Cinderella's coach made from?,N/A,0,50,garlic,PUMPKIN,I,0,I
109,26,37,What is the name of the kind of cat that spoke to Alice in the story Alice's adventures in Wonderland?,yes,1.505306107,141,,CHESHIRE,I,0,I
32,26,38,What is the capital of Bulgaria?,no,1.345274961,103,,SOPHIA,I,0,I
111,26,39,What is the name for a medical doctor who specializes in diseases of the skin?,no,0.59559446,82,dermatologist,DERMATOLOGIST,C,1,C
0,26,40,What is the name of the river that runs through Rome?,yes,1.645818006,116,tibris,TIBER,C,0,I
53,26,41,What is the northernmost country in continental South America?,no,0.576601854,12,panama,COLOMBIA,I,1,I
97,26,42,Brown vs. Board of Education the landmark civil-rights case originated in what state?,N/A,0,32,missouri,KANSAS,I,0,I
115,26,43,Who was the leader of the Argonauts?,no,1.30422349,46,,JASON,I,0,I
7,26,44,What is the last name of the man who first studied genetic inheritance in plants?,N/A,0,135,mendell,MENDEL,C,0,I
127,26,45,What is the name of Socrates' most famous student?,N/A,0,35,aristotle,PLATO,I,0,I
2,26,46,What is the name of the collar bone?,N/A,0,40,,CLAVICLE,I,0,I
49,26,47,What is the last name of the criminal known as Scarface?,N/A,0,6,alcapone,CAPONE,C,0,I
77,26,48,What brand name drug is most often prescribed to treat attention deficit disorder?,N/A,0,49,adderall,RITALIN,I,0,I
108,26,49,Who was The Friendly Ghost?,yes,1.500831193,132,casper,CASPER,C,0,C
35,26,50,What is the last name of the artist who is famous for producing images of Campbell's soup cans?,no,1.283550117,96,warlock,WARHOL,I,0,I
135,26,51,What was the name of the mythological creature with the head of a woman and the body of a lion that killed all those unable to solve its riddle?,no,1.528509789,145,,SPHINX,I,0,I
47,26,52,In what ancient city were the Hanging Gardens located?,N/A,0,133,babylon,BABYLON,C,0,C
69,26,53,What is the highest mountain in the U.S.?,N/A,0,14,mt whtiney,MCKINLEY,I,0,I
128,26,54,What is the name of a dried plum?,N/A,0,20,date,PRUNE,I,0,I
119,26,55,What is the name of the ship that carried the pilgrims to America in 1620?,N/A,0,7,mayflower,MAYFLOWER,C,0,C
66,26,56,Over which river is the George Washington Bridge?,N/A,0,39,hudson,HUDSON,C,0,C
144,26,57,What is the last name of the composer who wrote the opera 'Don Giovanni'?,no,1.340962228,16,mozart,MOZART,C,0,C
149,26,58,What is the last name of the singer who recorded 'Heartbreak Hotel' and 'All Shook Up'?,no,1.357827554,117,presely,PRESLEY,I,0,I
112,26,59,What is the first book of the Old Testament?,no,1.391999749,13,gensis,GENESIS,C,0,I
131,26,60,What staple crop does half the world's population depend on?,N/A,0,126,wheat,RICE,I,0,I
82,26,61,What is the last name of the Russian novelist Teddy Roosevelt called 'a sexual and moral pervert'?,no,1.481874554,129,dostevksy,TOLSTOY,I,0,I
103,26,62,What is the most populous country in Africa?,N/A,0,100,south africa,NIGERIA,I,0,I
25,26,63,What is the name of the project which developed the atomic bomb during World War II?,N/A,0,67,manhatten project,MANHATTAN,C,0,I
51,26,64,Who was the first ruler of the Holy Roman Empire?,N/A,0,137,nero,CHARLEMAGNE,I,0,I
114,26,65,What company invented the microprocessor in 1971?,N/A,0,15,att,INTEL,I,0,I
65,26,66,Who was the most famous Greek doctor?,yes,1.508191402,28,hippocrates,HIPPOCRATES,C,0,C
113,26,67,What is the last name of the villainous captain in the story Peter Pan?,N/A,0,112,hook,HOOK,C,0,C
38,26,68,What is the last name of the author who wrote Brave New World?,no,1.49560841,18,,HUXLEY,I,0,I
110,26,69,What is the capital of Denmark?,yes,2.298220598,86,cop,COPENHAGEN,I,0,I
90,26,70,What Old Testament patriarch is mentioned in the Bible a record 1005 times?,no,1.496287226,65,david,DAVID,C,0,C
105,26,71,What virus killed two million people in 1967?,yes,1.483515097,98,smallpox,SMALLPOX,C,0,C
95,26,72,What is the last name of the discoverer of the vaccination for smallpox?,no,1.32923774,75,,JENNER,I,0,I
102,26,73,What is the capital of Russia?,yes,1.611736657,58,moscow,MOSCOW,C,0,C
123,26,74,What is the last name of the man who was president directly after James Madison?,no,1.596552543,73,,MONROE,I,0,I
147,26,75,What is the name of the constellation that looks like a flying horse?,no,1.47652271,107,pegasis,PEGASUS,C,0,I
137,26,76,What liquor packs the punch in an Aztec Punch?,no,1.524754747,27,tequeila,TEQUILA,C,0,I
100,26,77,What kind of animal was befriended by the escaped slave Androcles in an Aesop Fable?,N/A,0,9,horse,LION,I,0,I
28,26,78,What is the last name of the author of the book 1984?,no,1.559703913,56,,ORWELL,I,0,I
13,26,79,What is the name of Batman's butler?,N/A,0,148,robin,ALFRED,I,0,I
118,26,80,What is the last name of the man who began the Protestant reformation in Germany?,yes,1.601293251,34,luther,LUTHER,C,0,C
132,26,81,What was the last name of the woman who designed and sewed the first American flag?,yes,2.63920278,118,,ROSS,I,0,I
9,26,82,What is the last name of Batman's secret identity in the Batman comics?,yes,1.595078396,101,,WAYNE,I,0,I
42,26,83,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,no,1.349950158,104,,PREAKNESS,I,0,I
30,26,84,What is the name of the organ that produces insulin?,N/A,0,146,pancreas,PANCREAS,C,0,C
26,26,85,What was the name of the Union Ironclad ship that fought the Confederate ironclad Merrimack?,yes,1.512822286,2,monitor,MONITOR,C,0,C
5,26,86,What was the name of the zeppelin that exploded in Lakehurst N.J. in 1937?,no,1.400988377,114,,HINDENBURG,I,0,I
76,26,87,What is the last name of the man who rode horseback in 1775 to warn that the British were coming?,yes,1.53019075,93,revere,REVERE,C,0,C
81,26,88,In what country is the Dalai Lama's palace?,N/A,0,79,tibet,TIBET,C,0,C
31,26,89,What was the capital of Czechoslovakia?,no,1.19217025,24,copenhagen,PRAGUE,I,0,I
140,26,90,What country was formerly known as the Belgian Congo?,yes,2.431981856,149,,ZAIRE,I,0,I
71,26,91,What is the name of the British admiral who won the Battle of Trafalgar?,no,1.458524856,21,,NELSON,I,0,I
40,26,92,What's the largest gland in the human body?,no,1.16222553,62,liver,LIVER,C,1,C
146,26,93,What country joins Central America to South America?,N/A,0,125,,PANAMA,I,0,I
96,26,94,What is the last name of the person who has graced the most Sports Illustrated covers?,no,1.513610244,44,,JORDAN,I,0,I
142,26,95,Which big cat usually carries its dead prey up into a tree to eat it?,N/A,0,53,leopard,LEOPARD,C,0,C
73,26,96,What country has the ancient ruins of Machu Picchu?,N/A,0,66,argentina,PERU,I,0,I
145,26,97,What is the last name of the man who invented dynamite?,no,1.29470096,48,nobel,NOBEL,C,0,C
92,26,98,What is the last name of the man who showed that lightning is electricity?,N/A,0,83,edison,FRANKLIN,I,0,I
88,26,99,What igneous rock makes up the bulk of Devils Tower?,no,1.299294108,138,basalt,BASALT,C,0,C
116,26,100,What is the last name of the person who defined 'The Beat Generation'?,no,1.297693753,19,kerouac,KEROUAC,C,0,C
80,26,101,What is the capital of Chile?,no,1.449156136,111,,SANTIAGO,I,0,I
106,26,102,What is the longest river in South America?,yes,2.510801686,5,amazon,AMAZON,C,0,C
10,26,103,What is the last name of the man who wrote Canterbury Tales?,no,1.452314302,89,,CHAUCER,I,0,I
98,26,104,Of which country is Nairobi the capital?,yes,1.363200128,74,kenya,KENYA,C,0,C
8,26,105,What is the unit of electrical power that refers to the current of one ampere at one volt?,yes,2.103914151,134,watt,WATT,C,0,C
104,26,106,What is the name of the process by which plants make their food?,N/A,0,110,photosynthesis,PHOTOSYNTHESIS,C,0,C
101,26,107,In which city is Heathrow Airport located?,N/A,0,121,london,LONDON,C,0,C
64,26,108,What kind of poison did Socrates take at his execution?,no,1.385813901,78,hemlock,HEMLOCK,C,0,C
63,26,109,What is the last name of the author who wrote 'The Old Man and the Sea'?,no,1.972863773,47,,HEMINGWAY,I,0,I
121,26,110,What is the name for the astronomical bodies that enter the earth's atmosphere?,yes,1.825782735,95,metorids,METEORS,I,0,I
27,26,111,What is the name of the submarine in Jules Vernes's 20000 Leagues under the Sea?,yes,1.479671579,31,nautilus,NAUTILUS,C,0,C
70,26,112,What is the name of the mansion in Virginia that was Thomas Jefferson's home?,no,1.424765994,128,,MONTICELLO,I,0,I
107,26,113,What is the last name of the first person to set foot on the moon?,yes,1.56172531,69,armstrong,ARMSTRONG,C,0,C
58,26,114,What's the northernmost Baltic republic?,no,1.475704349,143,,ESTONIA,I,0,I
139,26,115,In which country is Angel Falls located?,no,1.36322759,71,,VENEZUELA,I,0,I
33,26,116,What is the name of the crime in which a person purposely betrays their country?,yes,1.786841649,91,treason,TREASON,C,0,C
85,26,117,What animals travel in pods? ,N/A,0,59,dolphons whales ce,WHALES,C,0,I
138,26,118,What is the largest city in Canada?,N/A,0,4,montreal,TORONTO,I,0,I
67,26,119,What is the last name of the man who wrote the Star Spangled Banner?,no,1.679226743,3,,KEY,I,0,I
22,26,120,Of which country is Budapest the capital?,N/A,0,52,hungry,HUNGARY,C,0,I
3,26,121,What is the last name of the author who wrote Brothers Karamazov?,no,1.465963075,54,,DOSTOEVSKY,I,0,I
54,26,122,What is the name of the island on which Napoleon was born?,no,1.377720408,8,corsica,CORSICA,C,0,C
79,26,123,What spice do chefs pay the most for?,no,1.465948194,77,saffron,SAFFRON,C,0,C
48,26,124,What is the name of the man who assassinated Abraham Lincoln?,N/A,0,130,robert booth,BOOTH,C,0,I
46,26,125,In what European city is the Parthenon located?,N/A,0,115,greece,ATHENS,I,0,I
93,26,126,What island is the largest in the world excluding Australia?,yes,2.361442274,109,greenland,GREENLAND,C,0,C
19,26,127,What is May's birthstone?,no,1.597694254,97,,EMERALD,I,0,I
14,26,128,Who was the title character in 'The Merchant of Venice'?,no,1.624358575,17,,ANTONIO,I,0,I
4,26,129,What was the name of the first Apollo lunar module that landed the first man on the moon?,yes,1.678072407,80,eagle,EAGLE,C,0,C
39,26,130,What country's capital is Tripoli?,yes,2.356443968,140,libya,LIBYA,C,0,C
75,26,131,What is the world's largest snake?,N/A,0,63,cobra,PYTHON,I,0,I
43,26,132,What is the last name of the second U.S. president?,yes,1.566554974,55,madison,ADAMS,I,0,I
56,26,133,What is the last name of the commander who lost the battle of the Little Bighorn River?,yes,1.897156362,10,custer,CUSTER,C,0,C
78,26,134,What country suffered the slaughter of half a million Tutsis and Hutus in 1994?,no,1.485777006,81,rwanda,RWANDA,C,0,C
11,26,135,What is the last name of the Confederate general whose last words were 'Let us cross the river and rest in the shade'?,no,1.865628524,38,,JACKSON,I,0,I
122,26,136,Which dynasty was in power throughout the 1500's in China?,N/A,0,92,shang,MING,I,0,I
17,26,137,What is the last name of the author who wrote Oliver Twist?,no,1.744918396,11,,DICKENS,I,0,I
91,26,138,What is the last name of the man who supposedly killed Jesse James?,no,1.4951269,64,,FORD,I,0,I
133,26,139,What nation signed away a fourth of its European land in a 1918 Treaty?,yes,2.535119872,99,russia,RUSSIA,C,0,C
126,26,140,What is the last name of the artist who painted Guernica?,no,1.296971631,37,,PICASSO,I,0,I
29,26,141,What is the last name of the man who assassinated President John Kennedy?,yes,1.562432104,142,,OSWALD,I,0,I
21,26,142,What is the last name of the first U.S. President to die in office?,yes,1.524194023,45,harrison,HARRISON,C,0,C
120,26,143,What city was Martin Luther King Jr. assassinated in?,N/A,0,124,new york,MEMPHIS,I,0,I
61,26,144,What is the last name of the author of the James Bond novels?,no,1.373113778,57,,FLEMING,I,0,I
141,26,145,What is the name of the captain of the Pequod in the book Moby Dick?,no,1.256896808,84,,AHAB,I,0,I
62,26,146,In which city is Michelangelo's statue of David located?,N/A,0,43,rome,FLORENCE,I,0,I
60,26,147,What is the name of the unit of measure that refers to a six-foot depth of water?,no,1.379587268,68,fathom,FATHOM,C,0,C
74,26,148,In which sport does a rider on horseback hit a ball with a mallet?,yes,1.641566853,88,polo,POLO,C,0,C
124,26,149,What major city is on an island in the St. Lawrence River?,no,1.313734793,94,,MONTREAL,I,0,I
44,26,150,What is the last name of the author of Little Women?,no,1.487837699,120,,ALCOTT,I,0,I
115,27,1,Who was the leader of the Argonauts?,no,1.933316863,109,,JASON,I,0,I
145,27,2,What is the last name of the man who invented dynamite?,no,1.549897836,135,,NOBEL,I,0,I
84,27,3,What's heaven to fallen Norse warriors?,no,1.84385244,91,,VALHALLA,I,0,I
7,27,4,What is the last name of the man who first studied genetic inheritance in plants?,no,0.544730783,147,mendel,MENDEL,C,1,C
12,27,5,What drug was named after the Greek god of dreams?,N/A,0,96,estascy,MORPHINE,I,0,I
5,27,6,What was the name of the zeppelin that exploded in Lakehurst N.J. in 1937?,no,1.353998922,36,hindenberg,HINDENBURG,C,0,I
13,27,7,What is the name of Batman's butler?,yes,2.284128173,100,alfred,ALFRED,C,0,C
110,27,8,What is the capital of Denmark?,no,1.982557455,59,,COPENHAGEN,I,0,I
43,27,9,What is the last name of the second U.S. president?,N/A,0,21,adams,ADAMS,C,0,C
99,27,10,What is the last name of the president who is on the far right when you gaze at Mount Rushmore?,no,1.683172536,115,lincoln,LINCOLN,C,0,C
35,27,11,What is the last name of the artist who is famous for producing images of Campbell's soup cans?,yes,2.060576091,26,,WARHOL,I,0,I
28,27,12,What is the last name of the author of the book 1984?,N/A,0,87,orwell,ORWELL,C,0,C
66,27,13,Over which river is the George Washington Bridge?,no,1.539849538,4,hudson,HUDSON,C,0,C
52,27,14,What is the capital of Wyoming?,no,1.695747288,123,,CHEYENNE,I,0,I
95,27,15,What is the last name of the discoverer of the vaccination for smallpox?,no,1.437678917,99,,JENNER,I,0,I
26,27,16,What was the name of the Union Ironclad ship that fought the Confederate ironclad Merrimack?,no,1.421241594,19,,MONITOR,I,0,I
56,27,17,What is the last name of the commander who lost the battle of the Little Bighorn River?,no,1.50898147,54,,CUSTER,I,0,I
127,27,18,What is the name of Socrates' most famous student?,N/A,0,32,plato,PLATO,C,0,C
8,27,19,What is the unit of electrical power that refers to the current of one ampere at one volt?,no,1.798690004,53,watt,WATT,C,0,C
20,27,20,What is the capital of Kentucky?,no,1.711978082,114,,FRANKFORT,I,0,I
124,27,21,What major city is on an island in the St. Lawrence River?,no,1.706781176,10,,MONTREAL,I,0,I
88,27,22,What igneous rock makes up the bulk of Devils Tower?,no,1.614916947,22,,BASALT,I,0,I
64,27,23,What kind of poison did Socrates take at his execution?,no,1.482720994,7,hemlock,HEMLOCK,C,0,C
120,27,24,What city was Martin Luther King Jr. assassinated in?,N/A,0,72,,MEMPHIS,I,0,I
94,27,25,What were raced in Greek and Roman hippodromes? ,no,1.505473896,132,,HORSES,I,0,I
16,27,26,What is the last name of the person who always ended her PBS cooking shows with 'Bon appetit'?,no,1.490397319,141,child,CHILD,C,0,C
90,27,27,What Old Testament patriarch is mentioned in the Bible a record 1005 times?,N/A,0,12,abraham,DAVID,I,0,I
119,27,28,What is the name of the ship that carried the pilgrims to America in 1620?,N/A,0,73,mayflower,MAYFLOWER,C,0,C
128,27,29,What is the name of a dried plum?,no,2.016516575,84,prune,PRUNE,C,0,C
103,27,30,What is the most populous country in Africa?,yes,1.705386333,37,nigeria,NIGERIA,C,0,C
9,27,31,What is the last name of Batman's secret identity in the Batman comics?,N/A,0,15,wayne,WAYNE,C,0,C
32,27,32,What is the capital of Bulgaria?,no,1.442134719,39,,SOPHIA,I,0,I
78,27,33,What country suffered the slaughter of half a million Tutsis and Hutus in 1994?,N/A,0,16,rwanda,RWANDA,C,0,C
68,27,34,What Peanuts character clings to a security blanket?,N/A,0,71,linus,LINUS,C,0,C
14,27,35,Who was the title character in 'The Merchant of Venice'?,no,1.594470914,142,,ANTONIO,I,0,I
140,27,36,What country was formerly known as the Belgian Congo?,yes,1.522601658,90,,ZAIRE,I,0,I
79,27,37,What spice do chefs pay the most for?,N/A,0,121,safron,SAFFRON,C,0,I
61,27,38,What is the last name of the author of the James Bond novels?,no,1.410290679,143,,FLEMING,I,0,I
18,27,39,What is the capital of Delaware?,no,1.479119702,108,,DOVER,I,0,I
29,27,40,What is the last name of the man who assassinated President John Kennedy?,no,1.387037065,117,,OSWALD,I,0,I
67,27,41,What is the last name of the man who wrote the Star Spangled Banner?,yes,1.651622459,79,key,KEY,C,0,C
